Todo;Código postal;Municipio
15029 Coristanco;15029; Coristanco
26054 Cornago;26054; Cornago
08073 Cornellà de Llobregat;08073; Cornellà de Llobregat
17056 Cornellà del Terri;17056; Cornellà del Terri
43049 Cornudella de Montsant;43049; Cornudella de Montsant
06039 Coronada, La;06039; Coronada, La
41036 Coronil, El;41036; Coronil, El
28048 Corpa;28048; Corpa
26055 Corporales;26055; Corporales
45054 Corral de Almaguer;45054; Corral de Almaguer
40061 Corral de Ayllón;40061; Corral de Ayllón
13035 Corral de Calatrava;13035; Corral de Calatrava
39025 Corrales de Buelna, Los;39025; Corrales de Buelna, Los
47056 Corrales de Duero;47056; Corrales de Duero
49054 Corrales del Vino;49054; Corrales del Vino
41037 Corrales, Los;41037; Corrales, Los
02027 Corral-Rubio;02027; Corral-Rubio
06040 Corte de Peleas;06040; Corte de Peleas
21024 Corteconcepción;21024; Corteconcepción
32027 Cortegada;32027; Cortegada
21025 Cortegana;21025; Cortegana
21026 Cortelazor;21026; Cortelazor
31078 Cortes;31078; Cortes
44084 Cortes de Aragón;44084; Cortes de Aragón
12048 Cortes de Arenoso;12048; Cortes de Arenoso
18053 Cortes de Baza;18053; Cortes de Baza
29046 Cortes de la Frontera;29046; Cortes de la Frontera
46099 Cortes de Pallás;46099; Cortes de Pallás
18054 Cortes y Graena;18054; Cortes y Graena
13036 Cortijos, Los;13036; Cortijos, Los
24059 Corullón;24059; Corullón
15030 Coruña, A;15030; Coruña, A
09112 Coruña del Conde;09112; Coruña del Conde
33020 Corvera de Asturias;33020; Corvera de Asturias
39026 Corvera de Toranzo;39026; Corvera de Toranzo
44085 Cosa;44085; Cosa
42068 Coscurita;42068; Coscurita
28049 Coslada;28049; Coslada
27015 Cospeito;27015; Cospeito
07017 Costitx;07017; Costitx
12049 Costur;12049; Costur
50088 Cosuenda;50088; Cosuenda
49055 Cotanes del Monte;49055; Cotanes del Monte
46100 Cotes;46100; Cotes
02028 Cotillas;02028; Cotillas
36012 Cotobade;36012; Cotobade
42069 Covaleda;42069; Covaleda
09113 Covarrubias;09113; Covarrubias
36013 Covelo;36013; Covelo
12050 Coves de Vinromà, les;12050; Coves de Vinromà, les
03058 Cox;03058; Cox
13037 Cózar;13037; Cózar
40902 Cozuelos de Fuentidueña;40902; Cozuelos de Fuentidueña
36014 Crecente;36014; Crecente
43050 Creixell;43050; Creixell
24060 Crémenes;24060; Crémenes
17058 Crespià;17058; Crespià
05065 Crespos;05065; Crespos
44086 Cretas;44086; Cretas
03059 Crevillent;03059; Crevillent
06041 Cristina;06041; Cristina
37112 Cristóbal;37112; Cristóbal
44087 Crivillén;44087; Crivillén
17901 Cruïlles, Monells i Sant Sadurní de l'Heura;17901; Cruïlles, Monells i Sant Sadurní de l'Heura
10068 Cuacos de Yuste;10068; Cuacos de Yuste
24061 Cuadros;24061; Cuadros
32028 Cualedro;32028; Cualedro
50089 Cuarte de Huerva;50089; Cuarte de Huerva
44088 Cuba, La;44088; Cuba, La
28050 Cubas de la Sagra;28050; Cubas de la Sagra
50090 Cubel;50090; Cubel
08074 Cubelles;08074; Cubelles
25079 Cubells;25079; Cubells
42070 Cubilla;42070; Cubilla
34066 Cubillas de Cerrato;34066; Cubillas de Cerrato
24062 Cubillas de los Oteros;24062; Cubillas de los Oteros
24063 Cubillas de Rueda;24063; Cubillas de Rueda
47057 Cubillas de Santa Marta;47057; Cubillas de Santa Marta
40062 Cubillo;40062; Cubillo
19102 Cubillo de Uceda, El;19102; Cubillo de Uceda, El
09114 Cubillo del Campo;09114; Cubillo del Campo
49056 Cubillos;49056; Cubillos
24064 Cubillos del Sil;24064; Cubillos del Sil
44089 Cubla;44089; Cubla
49057 Cubo de Benavente;49057; Cubo de Benavente
09115 Cubo de Bureba;09115; Cubo de Bureba
37113 Cubo de Don Sancho, El;37113; Cubo de Don Sancho, El
42071 Cubo de la Solana;42071; Cubo de la Solana
49058 Cubo de Tierra del Vino, El;49058; Cubo de Tierra del Vino, El
44090 Cucalón;44090; Cucalón
33021 Cudillero;33021; Cudillero
49059 Cuelgamures;49059; Cuelgamures
40063 Cuéllar;40063; Cuéllar
16078 Cuenca;16078; Cuenca
47058 Cuenca de Campos;47058; Cuenca de Campos
50091 Cuerlas, Las;50091; Cuerlas, Las
45055 Cuerva;45055; Cuerva
41903 Cuervo de Sevilla, El;41903; Cuervo de Sevilla, El
44092 Cuervo, El;44092; Cuervo, El
42073 Cueva de Ágreda;42073; Cueva de Ágreda
09117 Cueva de Roa, La;09117; Cueva de Roa, La
16079 Cueva del Hierro;16079; Cueva del Hierro
29047 Cuevas Bajas;29047; Cuevas Bajas
44093 Cuevas de Almudén;44093; Cuevas de Almudén
40905 Cuevas de Provanco;40905; Cuevas de Provanco
09119 Cuevas de San Clemente;09119; Cuevas de San Clemente
29049 Cuevas de San Marcos;29049; Cuevas de San Marcos
04035 Cuevas del Almanzora;04035; Cuevas del Almanzora
29048 Cuevas del Becerro;29048; Cuevas del Becerro
18912 Cuevas del Campo;18912; Cuevas del Campo
05066 Cuevas del Valle;05066; Cuevas del Valle
44094 Cuevas Labradas;44094; Cuevas Labradas
12051 Culla;12051; Culla
18056 Cúllar;18056; Cúllar
18057 Cúllar Vega;18057; Cúllar Vega
46105 Cullera;46105; Cullera
15031 Culleredo;15031; Culleredo
10069 Cumbre, La;10069; Cumbre, La
21027 Cumbres de Enmedio;21027; Cumbres de Enmedio
21028 Cumbres de San Bartolomé;21028; Cumbres de San Bartolomé
21029 Cumbres Mayores;21029; Cumbres Mayores
43051 Cunit;43051; Cunit
36015 Cuntis;36015; Cuntis
47059 Curiel de Duero;47059; Curiel de Duero
15032 Curtis;15032; Curtis
29050 Cútar;29050; Cútar
26056 Cuzcurrita de Río Tirón;26056; Cuzcurrita de Río Tirón
28053 Daganzo de Arriba;28053; Daganzo de Arriba
13039 Daimiel;13039; Daimiel
46113 Daimús;46113; Daimús
04038 Dalías;04038; Dalías
17060 Darnius;17060; Darnius
50094 Daroca;50094; Daroca
26057 Daroca de Rioja;26057; Daroca de Rioja
18063 Darro;18063; Darro
17061 Das;17061; Das
03061 Daya Nueva;03061; Daya Nueva
03062 Daya Vieja;03062; Daya Vieja
20029 Deba;20029; Deba
33022 Degaña;33022; Degaña
34067 Dehesa de Montejo;34067; Dehesa de Montejo
34068 Dehesa de Romanos;34068; Dehesa de Romanos
18064 Dehesas de Guadix;18064; Dehesas de Guadix
18065 Dehesas Viejas;18065; Dehesas Viejas
07018 Deià;07018; Deià
18066 Deifontes;18066; Deifontes
10070 Deleitosa;10070; Deleitosa
43901 Deltebre;43901; Deltebre
03063 Dénia;03063; Dénia
48901 Derio;48901; Derio
10071 Descargamaría;10071; Descargamaría
31079 Desojo;31079; Desojo
24066 Destriana;24066; Destriana
42075 Dévanos;42075; Dévanos
42076 Deza;42076; Deza
31080 Dicastillo;31080; Dicastillo
05903 Diego del Carpio;05903; Diego del Carpio
18067 Diezma;18067; Diezma
18068 Dílar;18068; Dílar
48026 Dima;48026; Dima
37115 Dios le Guarde;37115; Dios le Guarde
15033 Dodro;15033; Dodro
18069 Dólar;18069; Dólar
03064 Dolores;03064; Dolores
46114 Domeño;46114; Domeño
40068 Domingo García;40068; Domingo García
45058 Domingo Pérez;45058; Domingo Pérez
18915 Domingo Pérez de Granada;18915; Domingo Pérez de Granada
06043 Don Álvaro;06043; Don Álvaro
06044 Don Benito;06044; Don Benito
31081 Donamaria;31081; Donamaria
31221 Doneztebe/Santesteban;31221; Doneztebe/Santesteban
40069 Donhierro;40069; Donhierro
05069 Donjimeno;05069; Donjimeno
20069 Donostia/San Sebastián;20069; Donostia/San Sebastián
05070 Donvidas;05070; Donvidas
14022 Doña Mencía;14022; Doña Mencía
37116 Doñinos de Ledesma;37116; Doñinos de Ledesma
37117 Doñinos de Salamanca;37117; Doñinos de Salamanca
46115 Dos Aguas;46115; Dos Aguas
41038 Dos Hermanas;41038; Dos Hermanas
14023 Dos Torres;14023; Dos Torres
45059 Dosbarrios;45059; Dosbarrios
08075 Dosrius;08075; Dosrius
36016 Dozón;36016; Dozón
19107 Driebes;19107; Driebes
18070 Dúdar;18070; Dúdar
34069 Dueñas;34069; Dueñas
43053 Duesaigües;43053; Duesaigües
15034 Dumbría;15034; Dumbría
48027 Durango;48027; Durango
18071 Dúrcal;18071; Dúrcal
19108 Durón;19108; Durón
40070 Duruelo;40070; Duruelo
42078 Duruelo de la Sierra;42078; Duruelo de la Sierra
48028 Ea;48028; Ea
31083 Echarri/Etxarri;31083; Echarri/Etxarri
41039 Écija;41039; Écija
20030 Eibar;20030; Eibar
07026 Eivissa;07026; Eivissa
50095 Ejea de los Caballeros;50095; Ejea de los Caballeros
37118 Éjeme;37118; Éjeme
04902 Ejido, El;04902; Ejido, El
44096 Ejulve;44096; Ejulve
48031 Elantxobe;48031; Elantxobe
01021 Elburgo/Burgelu;01021; Elburgo/Burgelu
02030 Elche de la Sierra;02030; Elche de la Sierra
03065 Elche/Elx;03065; Elche/Elx
01022 Elciego;01022; Elciego
03066 Elda;03066; Elda
20031 Elduain;20031; Elduain
20033 Elgeta;20033; Elgeta
20032 Elgoibar;20032; Elgoibar
31087 Elgorriaga;31087; Elgorriaga
46116 Eliana, l';46116; Eliana, l'
10072 Eljas;10072; Eljas
48032 Elorrio;48032; Elorrio
01023 Elvillar/Bilar;01023; Elvillar/Bilar
19109 Embid;19109; Embid
50096 Embid de Ariza;50096; Embid de Ariza
46117 Emperador;46117; Emperador
37120 Encina de San Silvestre;37120; Encina de San Silvestre
37119 Encina, La;37119; Encina, La
50098 Encinacorba;50098; Encinacorba
40071 Encinas;40071; Encinas
37121 Encinas de Abajo;37121; Encinas de Abajo
37122 Encinas de Arriba;37122; Encinas de Arriba
47060 Encinas de Esgueva;47060; Encinas de Esgueva
14024 Encinas Reales;14024; Encinas Reales
21031 Encinasola;21031; Encinasola
37123 Encinasola de los Comendadores;37123; Encinasola de los Comendadores
24067 Encinedo;24067; Encinedo
40072 Encinillas;40072; Encinillas
09120 Encío;09120; Encío
26058 Enciso;26058; Enciso
37124 Endrinal;37124; Endrinal
31089 Enériz/Eneritz;31089; Enériz/Eneritz
46118 Enguera;46118; Enguera
16082 Enguídanos;16082; Enguídanos
04041 Enix;04041; Enix
46119 Énova, l';46119; Énova, l'
49061 Entrala;49061; Entrala
39028 Entrambasaguas;39028; Entrambasaguas
26059 Entrena;26059; Entrena
32030 Entrimo;32030; Entrimo
06045 Entrín Bajo;06045; Entrín Bajo
50099 Épila;50099; Épila
48902 Erandio;48902; Erandio
31090 Eratsun;31090; Eratsun
24068 Ercina, La;24068; Ercina, La
48033 Ereño;48033; Ereño
31091 Ergoiena;31091; Ergoiena
50100 Erla;50100; Erla
48034 Ermua;48034; Ermua
20067 Errenteria;20067; Errenteria
20066 Errezil;20066; Errezil
01047 Ribera Baja/Erriberabeitia;01047; Ribera Baja/Erriberabeitia
01046 Erriberagoitia/Ribera Alta;01046; Erriberagoitia/Ribera Alta
48079 Errigoiti;48079; Errigoiti
31092 Erro;31092; Erro
45060 Erustes;45060; Erustes
21032 Escacena del Campo;21032; Escacena del Campo
17062 Escala, L';17062; Escala, L'
39029 Escalante;39029; Escalante
45061 Escalona;45061; Escalona
40073 Escalona del Prado;40073; Escalona del Prado
45062 Escalonilla;45062; Escalonilla
19110 Escamilla;19110; Escamilla
23031 Escañuela;23031; Escañuela
40074 Escarabajosa de Cabezas;40074; Escarabajosa de Cabezas
19111 Escariche;19111; Escariche
50101 Escatrón;50101; Escatrón
24069 Escobar de Campos;24069; Escobar de Campos
40075 Escobar de Polendos;40075; Escobar de Polendos
42079 Escobosa de Almazán;42079; Escobosa de Almazán
19112 Escopete;19112; Escopete
07019 Escorca;07019; Escorca
28054 Escorial, El;28054; Escorial, El
44097 Escorihuela;44097; Escorihuela
44099 Escucha;44099; Escucha
10073 Escurial;10073; Escurial
37125 Escurial de la Sierra;37125; Escurial de la Sierra
18072 Escúzar;18072; Escúzar
32031 Esgos;32031; Esgos
47061 Esguevillas de Esgueva;47061; Esguevillas de Esgueva
20034 Eskoriatza;20034; Eskoriatza
31094 Eslava;31094; Eslava
12057 Eslida;12057; Eslida
37126 Espadaña;37126; Espadaña
49062 Espadañedo;49062; Espadañedo
12058 Espadilla;12058; Espadilla
06046 Esparragalejo;06046; Esparragalejo
06047 Esparragosa de la Serena;06047; Esparragosa de la Serena
06048 Esparragosa de Lares;06048; Esparragosa de Lares
08076 Esparreguera;08076; Esparreguera
41040 Espartinas;41040; Espartinas
31095 Esparza de Salazar/Espartza Zaraitzu;31095; Esparza de Salazar/Espartza Zaraitzu
37127 Espeja;37127; Espeja
42080 Espeja de San Marcelino;42080; Espeja de San Marcelino
14025 Espejo;14025; Espejo
42081 Espejón;42081; Espejón
23032 Espeluy;23032; Espeluy
11017 Espera;11017; Espera
14026 Espiel;14026; Espiel
40076 Espinar, El;40076; Espinar, El
17063 Espinelves;17063; Espinelves
37128 Espino de la Orbada;37128; Espino de la Orbada
34070 Espinosa de Cerrato;34070; Espinosa de Cerrato
09122 Espinosa de Cervera;09122; Espinosa de Cervera
19113 Espinosa de Henares;19113; Espinosa de Henares
05072 Espinosa de los Caballeros;05072; Espinosa de los Caballeros
09124 Espinosa de los Monteros;09124; Espinosa de los Monteros
34071 Espinosa de Villagonzalo;34071; Espinosa de Villagonzalo
09123 Espinosa del Camino;09123; Espinosa del Camino
45063 Espinoso del Rey;45063; Espinoso del Rey
40077 Espirdo;40077; Espirdo
19114 Esplegares;19114; Esplegares
25081 Espluga Calba, L';25081; Espluga Calba, L'
43054 Espluga de Francolí, L';43054; Espluga de Francolí, L'
08077 Esplugues de Llobregat;08077; Esplugues de Llobregat
22099 Esplús;22099; Esplús
17064 Espolla;17064; Espolla
17065 Esponellà;17065; Esponellà
07020 Esporles;07020; Esporles
25082 Espot;25082; Espot
31096 Espronceda;31096; Espronceda
08078 Espunyola, L';08078; Espunyola, L'
08254 Esquirol, L';08254; Esquirol, L'
45064 Esquivias;45064; Esquivias
19115 Establés;19115; Establés
22102 Estada;22102; Estada
22103 Estadilla;22103; Estadilla
25088 Estamariu;25088; Estamariu
08079 Estany, L';08079; Estany, L'
25085 Estaràs;25085; Estaràs
31097 Estella-Lizarra;31097; Estella-Lizarra
07021 Estellencs;07021; Estellencs
41041 Estepa;41041; Estepa
42082 Estepa de San Juan;42082; Estepa de San Juan
09125 Estépar;09125; Estépar
29051 Estepona;29051; Estepona
44100 Estercuel;44100; Estercuel
31098 Esteribar;31098; Esteribar
25086 Esterri d'Àneu;25086; Esterri d'Àneu
25087 Esterri de Cardós;25087; Esterri de Cardós
46120 Estivella;46120; Estivella
26060 Estollo;26060; Estollo
22105 Estopiñán del Castillo;22105; Estopiñán del Castillo
36017 Estrada, A;36017; Estrada, A
45065 Estrella, La;45065; Estrella, La
28055 Estremera;28055; Estremera
19116 Estriégana;19116; Estriégana
46121 Estubeny;46121; Estubeny
31099 Etayo;31099; Etayo
31082 Etxalar;31082; Etxalar
31084 Etxarri Aranatz;31084; Etxarri Aranatz
31085 Etxauri;31085; Etxauri
48029 Etxebarri;48029; Etxebarri
48030 Etxebarria;48030; Etxebarria
31100 Eulate;31100; Eulate
31101 Ezcabarte;31101; Ezcabarte
26061 Ezcaray;26061; Ezcaray
31093 Ezcároz/Ezkaroze;31093; Ezcároz/Ezkaroze
20035 Ezkio-Itsaso;20035; Ezkio-Itsaso
31102 Ezkurra;31102; Ezkurra
31103 Ezprogui;31103; Ezprogui
50102 Fabara;50102; Fabara
24070 Fabero;24070; Fabero
03067 Fageca;03067; Fageca
22106 Fago;22106; Fago
31104 Falces;31104; Falces
43055 Falset;43055; Falset
03068 Famorca;03068; Famorca
22107 Fanlo;22107; Fanlo
12059 Fanzara;12059; Fanzara
17005 Far d'Empordà, El;17005; Far d'Empordà, El
29052 Faraján;29052; Faraján
49063 Faramontanos de Tábara;49063; Faramontanos de Tábara
49064 Fariza;49064; Fariza
50104 Farlete;50104; Farlete
25089 Farrera;25089; Farrera
38012 Fasnia;38012; Fasnia
43056 Fatarella, La;43056; Fatarella, La
46122 Faura;46122; Faura
46123 Favara;46123; Favara
50105 Fayón;50105; Fayón
50106 Fayos, Los;50106; Fayos, Los
43057 Febró, La;43057; Febró, La
07022 Felanitx;07022; Felanitx
04043 Felix;04043; Felix
15035 Fene;15035; Fene
02031 Férez;02031; Férez
06049 Feria;06049; Feria
49065 Fermoselle;49065; Fermoselle
13040 Fernán Caballero;13040; Fernán Caballero
14027 Fernán-Núñez;14027; Fernán-Núñez
18074 Ferreira;18074; Ferreira
49066 Ferreras de Abajo;49066; Ferreras de Abajo
49067 Ferreras de Arriba;49067; Ferreras de Arriba
07023 Ferreries;07023; Ferreries
49068 Ferreruela;49068; Ferreruela
44101 Ferreruela de Huerva;44101; Ferreruela de Huerva
15036 Ferrol;15036; Ferrol
08134 Figaró-Montmany;08134; Figaró-Montmany
08080 Fígols;08080; Fígols
25908 Fígols i Alinyà;25908; Fígols i Alinyà
43058 Figuera, La;43058; Figuera, La
17066 Figueres;17066; Figueres
43059 Figuerola del Camp;43059; Figuerola del Camp
12060 Figueroles;12060; Figueroles
49069 Figueruela de Arriba;49069; Figueruela de Arriba
50107 Figueruelas;50107; Figueruelas
04044 Fines;04044; Fines
03069 Finestrat;03069; Finestrat
04045 Fiñana;04045; Fiñana
35008 Firgas;35008; Firgas
22109 Fiscal;22109; Fiscal
15037 Fisterra;15037; Fisterra
31105 Fitero;31105; Fitero
17067 Flaçà;17067; Flaçà
43060 Flix;43060; Flix
05073 Flores de Ávila;05073; Flores de Ávila
25092 Floresta, La;25092; Floresta, La
37129 Florida de Liébana;37129; Florida de Liébana
08082 Fogars de la Selva;08082; Fogars de la Selva
08081 Fogars de Montclús;08081; Fogars de Montclús
46126 Foios;46126; Foios
17068 Foixà;17068; Foixà
24071 Folgoso de la Ribera;24071; Folgoso de la Ribera
27017 Folgoso do Courel;27017; Folgoso do Courel
08083 Folgueroles;08083; Folgueroles
47062 Fombellida;47062; Fombellida
50108 Fombuena;50108; Fombuena
47063 Fompedraza;47063; Fompedraza
26062 Foncea;26062; Foncea
25093 Fondarella;25093; Fondarella
03077 Fondó de les Neus, el/Hondón de las Nieves;03077; Fondó de les Neus, el/Hondón de las Nieves
04046 Fondón;04046; Fondón
18076 Fonelas;18076; Fonelas
49071 Fonfría;49071; Fonfría
44102 Fonfría;44102; Fonfría
08084 Fonollosa;08084; Fonollosa
27018 Fonsagrada, A;27018; Fonsagrada, A
46128 Font de la Figuera, la;46128; Font de la Figuera, la
46127 Font d'En Carròs, la;46127; Font d'En Carròs, la
17069 Fontanals de Cerdanya;17069; Fontanals de Cerdanya
19117 Fontanar;19117; Fontanar
13041 Fontanarejo;13041; Fontanarejo
46124 Fontanars dels Alforins;46124; Fontanars dels Alforins
17070 Fontanilles;17070; Fontanilles
17071 Fontcoberta;17071; Fontcoberta
31106 Fontellas;31106; Fontellas
47064 Fontihoyuelo;47064; Fontihoyuelo
09127 Fontioso;09127; Fontioso
05074 Fontiveros;05074; Fontiveros
08085 Font-rubí;08085; Font-rubí
22110 Fonz;22110; Fonz
26063 Fonzaleche;26063; Fonzaleche
25094 Foradada;25094; Foradada
22111 Foradada del Toscar;22111; Foradada del Toscar
17902 Forallac;17902; Forallac
12061 Forcall;12061; Forcall
36018 Forcarei;36018; Forcarei
43061 Forès;43061; Forès
37130 Forfoleda;37130; Forfoleda
07024 Formentera;07024; Formentera
03070 Formentera del Segura;03070; Formentera del Segura
44103 Formiche Alto;44103; Formiche Alto
07025 Fornalutx;07025; Fornalutx
17073 Fornells de la Selva;17073; Fornells de la Selva
